ITEM_EQUIP_ID,NAME,NAME_SHORT,RARE,EQUIP_TYPE,SEX,ELEM,PARAMETER_INFO,RESIST_ELEM_INFO,RESIST_STATUS_INFO,PASSIVE_SKILL_INFO,UNIT_DRESS_ID,EXT_PARAM,SERIAL_NUM,ICON_AB_ID,SWITCH_ID,MAX_LV,EQUIP_GROWTH_TYPE,PARAMETER_MAX_INFO,EQUIP_ENHANCE_ID,SORT_ORDER,EVENT_BOOST_PASSIVE_SKILL_INFO,sheet
105017,Famed Bow ~D~Kinarigo~D~,Kinarigo,5,14,0,0,0:0:121:0:0:7,0:0:0:0:0:0,0:0:0:0:0:0,1050170,0,,101910,1200000,2010060,0,0,0:0:0:0:0:0,0,1050170,0,153920801
105018,Yuletide Bell Bow,Yuletide Bell Bow,4,14,0,5,0:0:69:0:0:11,0:0:0:0:0:0,0:0:0:0:0:0,1050180,0,,102100,1200000,2010198,0,0,0:0:0:0:0:0,0,1050180,0,2005347926
105019,Blaze Bow AG,Blaze Bow AG,5,14,0,0,0:0:140:0:0:15,0:0:0:0:0:0,0:0:0:0:0:0,1050190,0,,102390,1200000,2010397,0,0,0:0:0:0:0:0,0,1050190,0,478126495
105020,Bravebow Exsperion,Bravebow Exsperion,7,14,0,0,0:0:282:0:0:36,0:0:0:0:0:0,0:0:0:0:0:0,1050200,0,,102510,1200000,2010719,40,0,0:0:381:0:0:36,0,1050200,0,3554783779
105021,Evilskewer Bow Remdora,Evilskewer Bow Remdora,5,14,0,4,0:0:150:0:0:16,0:0:0:0:0:0,0:0:0:0:0:0,1050210,0,,103230,1200000,2020036,0,0,0:0:0:0:0:0,0,1050210,0,3807655922
105022,Noxtinction Bow Pluto,Noxtinction Bow Pluto,7,14,0,6,0:0:282:0:0:36,0:0:0:0:0:0,0:0:0:0:0:0,1050220,0,,103160,1200000,2020079,40,0,0:0:381:0:0:36,0,1050220,0,2700085289
105023,Frigid Yulefest Bow,Frigid Yulefest Bow,5,14,0,2,0:0:156:0:0:15,0:0:0:0:0:0,0:0:0:0:0:0,1050230,0,,102400,1200000,2020155,0,0,0:0:0:0:0:0,0,1050230,0,1596929886
105024,Auto Crossbow Valt,Auto Crossbow Valt,6,14,0,0,0:0:185:0:0:20,0:0:0:0:0:0,0:0:0:0:0:0,1050240,0,,103020,1200000,2020206,0,0,0:0:0:0:0:0,0,1050240,0,1247925768
105025,Soul Butterfly Overbow,Soul Butterfly Overbow,7,14,0,3,0:0:180:0:200:0,0:0:0:0:0:0,0:0:0:0:0:0,1050250,0,,103610,1200000,2020444,40,0,0:0:279:0:200:0,0,1050250,0,45300686
105026,Slingshot,Slingshot,6,14,0,3,0:0:204:0:128:63,0:0:0:0:0:0,0:0:0:0:0:0,1050260,500920,,103720,1200000,2020614,0,0,0:0:0:0:0:0,0,1050260,0,2582410443
105027,Divine Storm Wave Bow,Divine Storm Wave Bow,7,14,0,2,0:0:102:0:268:0,0:0:0:0:0:0,0:0:0:0:0:0,1050270,200331,,104110,1200000,2020769,20,0,0:0:102:0:466:0,0,1050270,0,2907688298
105028,Imperator Bow Barzaat,Imperator Bow Barzaat,6,14,0,0,0:0:150:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1050280,0,,104730,1200000,2030140,0,0,0:0:0:0:0:0,0,1050280,0,3776177483
106001,Thunder Drill,Thunder Drill,3,15,0,4,0:0:42:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100530,1200000,2000034,40,0,0:0:240:0:0:0,0,1060010,0,1934313383
106002,"Flash Cannon, Bar Tess","Flash Cannon, Bar Tess",4,15,0,5,0:0:71:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100540,1200000,2000035,40,0,0:0:170:0:0:0,0,1060020,0,864306173
106003,Battle Crusher,Battle Crusher,4,15,0,0,0:0:92:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100550,1200000,2000279,0,0,0:0:92:0:0:0,0,1060030,0,2439009350
106004,Magic Rifle Lapsis,Magic Rifle Lapsis,6,15,0,0,0:20:143:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060040,0,,100560,1200000,2000036,40,0,0:20:242:0:0:0,0,1060040,0,2539747690
106005,Covert Gun Trishula,Covert Gun Trishula,6,15,0,5,0:0:156:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060050,0,,100850,1200000,2000332,40,0,0:0:255:0:0:0,0,1060050,0,1811528308
106006,Gold Vulcan,Gold Vulcan,4,15,0,0,0:0:94:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100570,1200000,2000362,40,0,0:0:292:0:0:0,0,1060060,0,1221272237
106007,Lukyulian,Lukyulian,4,15,0,0,0:0:102:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060060,0,,100580,1200000,2000363,0,0,0:0:102:0:0:0,0,1060070,0,2710735002
106008,Ninja Star,Ninja Star,4,15,0,0,0:0:79:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1006008,0,,100890,1200000,2000451,0,0,0:0:79:0:0:0,0,1060080,0,3361399730
106009,Orbital Blaster,Orbital Blaster,4,15,0,6,0:0:85:0:22:0,0:0:0:0:0:0,0:0:0:0:0:0,1060090,0,,100980,1200000,2000474,40,0,0:0:184:0:22:0,0,1060090,0,2761297626
106010,クラッカーランチャー,クラッカーランチャー,4,15,0,0,0:0:75:10:0:10,0:0:0:0:0:0,0:0:0:0:0:0,1060100,0,,101070,1200000,2000560,0,0,0:0:75:10:0:10,0,1060100,0,2987701822
106011,門松三連砲,門松三連砲,4,15,0,3,0:0:55:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060110,0,,101150,1200000,2000576,0,0,0:0:55:0:0:0,0,1060110,0,2682633610
106013,Grand Gauntlet,Grand Gauntlet,4,15,0,0,0:0:90:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060130,0,,101250,1200000,2000679,0,0,0:0:90:0:0:0,0,1060130,0,3716019464
106014,Tekblade Loop,Tekblade Loop,4,15,0,0,0:0:107:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060140,0,,101550,1200000,2000884,0,0,0:0:100:0:0:0,0,1060140,0,447884163
106015,Paladin Pistol,Paladin Pistol,6,15,0,5,0:30:184:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060150,0,,101880,1200000,2010043,0,0,0:0:0:0:0:0,0,1060150,0,2603630120
106016,Bolt Cannon Blaines,Bolt Cannon Blaines,7,15,0,4,0:0:210:0:165:0,0:0:0:0:0:0,0:0:0:0:0:0,1060160,0,,101830,1200000,2010160,40,0,0:0:309:0:165:0,0,1060160,0,1651025564
106017,Imperial Revolver Legalion,Legalion,5,15,0,0,0:0:40:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060170,0,,102070,1200000,2010189,40,2,0:0:148:0:0:0,0,1060170,0,3682635313
106018,Flashtechbow Darkwin,Flashtechbow Darkwin,6,15,0,3,0:0:103:0:21:0,0:0:0:0:0:0,0:0:0:0:0:0,1060180,100051,,102250,1200000,2010215,40,0,0:0:301:0:21:0,0,1060180,0,3362909522
106019,Forthine Bow,Forthine Bow,5,15,0,3,0:0:119:0:11:0,0:0:0:0:0:0,0:0:0:0:0:0,1060190,0,,102260,1200000,2010220,0,0,0:0:0:0:0:0,0,1060190,0,991499318
106020,Blue Rose,Blue Rose,5,15,0,0,0:0:159:0:0:22,0:0:0:0:0:0,0:0:0:0:0:0,1060200,500420,,102180,1200000,2010295,40,3,0:0:199:0:0:22,0,1060200,4000200,880431221
106021,Ebony & Ivory,Ebony & Ivory,6,15,0,0,0:0:93:0:0:10,0:0:0:0:0:0,0:0:0:0:0:0,1060210,0,,102200,1200000,2010297,40,3,0:0:185:0:0:20,0,1060210,4000130,319194130
106022,Cavaliere,Cavaliere,5,15,0,4,0:0:82:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060220,0,,102210,1200000,2010298,40,3,0:0:164:0:0:0,0,1060220,4000140,408351143
106023,Ether Bazooka,Ether Bazooka,5,15,0,0,0:0:133:0:73:0,0:0:0:0:0:0,0:0:0:0:0:0,1060230,0,,101750,1200000,2010331,0,0,0:0:0:0:0:0,0,1060230,0,293100060
106024,Overture,Overture,6,15,0,4,0:0:187:15:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060240,0,,102230,1200000,2010334,0,0,0:0:0:0:0:0,0,1060240,0,1247834887
106025,Bluff of a Gun,Bluff of a Gun,5,15,0,0,0:50:68:0:31:0,0:0:0:0:0:0,0:0:0:0:0:0,1060250,0,,102410,1200000,2010344,0,0,0:0:0:0:0:0,0,1060250,0,1420529423
106026,Coming soon,Coming soon,5,15,0,0,0:0:0:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,102450,1200000,2010353,0,0,0:0:0:0:0:0,0,1060260,0,2141485788
106027,Mecha-Cannon Veldis,Mecha-Cannon Veldis,6,15,0,4,0:0:169:0:95:0,0:0:0:0:0:0,0:0:0:0:0:0,1060270,0,,101730,1200000,2010377,40,0,0:0:268:0:95:0,0,1060270,0,3964405958
106028,Phantom Tekram,Phantom Tekram,6,15,0,0,0:0:115:15:0:25,0:0:0:0:0:0,0:0:0:0:0:0,1060280,0,,101300,1200000,2010380,0,0,0:0:0:0:0:0,0,1060280,0,2029356708
106029,Blaze Spirit AG,Blaze Spirit AG,5,15,0,0,0:0:133:7:0:15,0:0:0:0:0:0,0:0:0:0:0:0,1060290,0,,102360,1200000,2010394,0,0,0:0:0:0:0:0,0,1060290,0,3314523473
106030,Automail,Automail,5,15,0,3,0:0:181:10:0:21,0:0:0:0:0:0,0:0:0:0:0:0,1060300,500510,,102690,1200000,2010831,40,3,0:0:221:10:0:21,0,1060300,0,1626815421
106031,Hawkeye's Gun,Hawkeye's Gun,5,15,0,0,0:0:84:0:0:7,0:0:0:0:0:0,0:0:0:0:0:0,1060310,0,,102720,1200000,2010836,40,3,0:0:124:0:0:35,0,1060310,0,2520450136
106032,Marine Blaster,Marine Blaster,5,15,0,2,0:0:145:8:0:17,0:0:0:0:0:0,0:0:0:0:0:0,1060320,0,,102880,1200000,2010845,0,0,0:0:0:0:0:0,0,1060320,0,1888935330
106033,Bolt Cannon Ganederis,Bolt Cannon Ganederis,8,15,0,4,0:0:315:0:165:0,0:0:0:0:0:0,0:0:0:0:0:0,1060330,0,,103170,1200000,2020080,40,0,0:0:414:0:165:0,0,1060330,0,2234165829
106034,Yulefest Ice Bazooka,Yulefest Ice Bazooka,5,15,0,2,0:0:215:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060340,100052,,103270,1200000,2020153,0,0,0:0:0:0:0:0,0,1060340,0,2889452724
106035,Dual Yule Ice Blasters,Dual Yule Ice Blasters,5,15,0,2,0:0:156:15:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060350,0,,103280,1200000,2020156,0,0,0:0:0:0:0:0,0,1060350,0,972304312
106036,Ravenshot,Ravenshot,6,15,0,0,0:30:264:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060360,100750,,103430,1200000,2020202,0,0,0:0:0:0:0:0,0,1060360,0,3537572659
106037,GDM Battle Rifle,GDM Battle Rifle,5,15,0,0,0:0:144:8:0:8,0:0:0:0:0:0,0:0:0:0:0:0,1060370,0,,103010,1200000,2020205,0,0,0:0:0:0:0:0,0,1060370,0,3706985332
106038,Machina Arm,Machina Arm,6,15,0,3,0:0:252:15:0:30,0:0:0:0:0:0,0:0:0:0:0:0,1060380,200201,,103460,1200000,2020265,0,0,0:0:0:0:0:0,0,1060380,0,1461918812
106039,Gain Arm,Gain Arm,5,15,0,0,0:0:149:7:0:15,0:0:0:0:0:0,0:0:0:0:0:0,1060390,0,,103470,1200000,2020267,0,0,0:0:0:0:0:0,0,1060390,0,3528222909
106040,Custom Rifle B-CELL,Custom Rifle B-CELL,6,15,0,1,0:0:186:12:0:12,0:0:0:0:0:0,0:0:0:0:0:0,1060400,100620,,103570,1200000,2020440,0,0,0:0:0:0:0:0,0,1060400,0,1275127223
106041,Radmoon Blaster,Radmoon Blaster,6,15,0,2,0:0:210:10:147:15,0:0:0:0:0:0,0:0:0:0:0:0,1060410,0,,103660,1200000,2020453,0,0,0:0:0:0:0:0,0,1060410,0,612647694
106042,Custom Gatling M,Custom Gatling M,6,15,0,1,0:0:255:15:0:23,0:0:0:0:0:0,0:0:0:0:0:0,1060420,100290,,103820,1200000,2020596,0,0,0:0:0:0:0:0,0,1060420,0,2191340704
106043,The Five Barrel,The Five Barrel,5,15,0,1,0:0:152:7:0:12,0:0:0:0:0:0,0:0:0:0:0:0,1060430,0,,103840,1200000,2020600,0,0,0:0:0:0:0:0,0,1060430,0,1028881263
106044,Moebius,Moebius,6,15,0,0,0:0:253:0:107:0,0:0:0:0:0:0,0:0:0:0:0:0,1060440,500930,,103730,1200000,2020616,0,0,0:0:0:0:0:0,0,1060440,0,187175432
106045,Blue Rose [+],Blue Rose [+],7,15,0,0,0:0:281:27:0:43,0:0:0:0:0:0,0:0:0:0:0:0,1060450,500420,,104070,1200000,2020852,20,5,0:0:321:27:0:43,0,1060450,4000090,2648011358
106046,Sniper Rifle M2,Sniper Rifle M2,5,15,0,6,0:0:166:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060460,0,,104300,1200000,2020972,0,0,0:0:0:0:0:0,0,1060460,0,2068163835
106047,Scarborough Fair,Scarborough Fair,6,15,0,6,0:0:253:28:0:15,0:0:0:0:0:0,0:0:0:0:0:0,1060470,501110,,104670,1200000,2030161,40,3,0:0:293:28:0:15,0,1060470,4000370,2805447011
106048,Onyx Roses,Onyx Roses,6,15,0,6,0:0:253:15:0:28,0:0:0:0:0:0,0:0:0:0:0:0,1060480,501110,,104680,1200000,2030162,40,3,0:0:293:15:0:28,0,1060480,4000380,2882472450
106049,Lt. Col. Kilgore,Lt. Col. Kilgore,5,15,0,6,0:0:133:21:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060490,0,,104710,1200000,2030166,40,3,0:0:173:21:0:0,0,1060490,4000420,1120184153
106050,Gunblade Tempestslicer,Gunblade Tempestslicer,7,15,0,2,0:0:310:31:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060500,200311,,104790,1200000,2030289,20,0,0:0:508:31:0:0,0,1060500,0,3535789943
106051,Automail Blade,Automail Blade,6,15,0,3,0:0:254:43:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060510,500511,,104830,1200000,2030299,40,3,0:0:294:43:0:0,0,1060510,0,1459940870
106052,Buccaneer's Automail,Buccaneer's Automail,5,15,0,3,0:0:152:20:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060520,0,,104860,1200000,2030305,40,3,0:0:192:20:0:0,0,1060520,0,769183932
106053,Automail [+],Automail [+],7,15,0,3,0:0:284:31:0:37,0:0:0:0:0:0,0:0:0:0:0:0,1060530,500510,,104870,1200000,2030306,20,5,0:0:324:31:0:37,0,1060530,0,1014361271
106054,Ragna Blaster,Ragna Blaster,7,15,0,1,0:0:321:43:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1060540,0,,105020,1200000,2030405,0,0,0:0:0:0:0:0,0,1060540,0,537877398
107001,Iron Claw,Iron Claw,1,16,0,0,0:0:12:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100590,1200000,2000037,40,0,0:0:111:0:0:0,0,1070010,0,2798619655
107002,Claws of Medorone,Claws of Medorone,2,16,0,0,0:5:47:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100600,1200000,2000250,0,0,0:5:47:0:0:0,0,1070020,0,66036092
107003,Ice Claws,Ice Claws,3,16,0,2,0:0:36:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100610,1200000,2000038,0,0,0:0:36:0:0:0,0,1070030,0,3329808525
107004,Dragon Fang,Dragon Fang,4,16,0,0,0:0:58:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070040,0,,100620,1200000,2000039,40,0,0:0:157:0:0:0,0,1070040,0,1345271927
107005,Sea Dragon Talons,Sea Dragon Talons,4,16,0,0,0:0:85:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070050,0,,100630,1200000,2000280,0,0,0:0:85:0:0:0,0,1070050,0,897358545
107006,Mithril Claw,Mithril Claw,4,16,0,0,0:0:87:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070060,0,,100640,1200000,2000281,40,0,0:0:186:0:0:0,0,1070060,0,489850657
107007,"Fire Claw, Ligulono Magna","Fire Claw, Ligulono Magna",6,16,0,1,0:0:158:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070070,0,,100650,1200000,2000256,40,0,0:0:257:0:0:0,0,1070070,0,1682517628
107008,Talons of a King,Talons of a King,4,16,0,0,0:0:103:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100660,1200000,2000364,40,0,0:0:202:0:0:0,0,1070080,0,1822830704
107009,Black Claws,Black Claws,4,16,0,0,0:0:95:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070090,0,,100670,1200000,2000365,40,0,0:0:194:0:0:0,0,1070090,0,1089439600
107010,Gigas Glove,Gigas Glove,5,16,0,6,100:0:92:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1007010,0,,100900,1200000,2000450,0,0,100:0:92:0:0:0,0,1070100,0,943766067
107011,Venocleave,Venocleave,6,16,0,6,0:0:170:0:66:0,0:0:0:0:0:0,0:0:0:0:0:0,1070110,0,,101030,1200000,2000512,40,0,0:0:269:0:66:0,0,1070110,0,2833652375
107012,迎春福招き熊手,迎春福招き熊手,4,16,0,0,50:0:69:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070120,0,,101120,1200000,2000573,0,0,50:0:69:0:0:0,0,1070120,0,2240905604
107013,クリムゾニアクロウ,クリムゾニアクロウ,4,16,0,0,0:0:100:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070130,0,,101240,1200000,2000860,0,0,0:0:100:0:0:0,0,1070130,0,1259026628
107014,Tzarclaw Tzeshu,Tzarclaw Tzeshu,5,16,0,0,0:0:130:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070140,100270,,101460,1200000,2000726,40,0,0:0:249:0:0:0,0,1070140,0,1351641554
107015,Roboclaw Merrick,Roboclaw Merrick,4,16,0,0,0:0:97:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070150,0,,101470,1200000,2000727,0,0,0:0:106:0:0:0,0,1070150,0,620319683
107016,Majin Hand,Majin Hand,5,16,0,0,0:0:0:0:75:0,0:0:0:0:0:0,0:0:0:0:0:0,1070160,0,,101580,1200000,2000887,0,0,0:0:100:0:0:0,0,1070160,0,981374835
107017,Dragon Knuckles,Dragon Knuckles,5,16,0,0,100:0:112:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070170,500220,,101690,1200000,2000906,0,0,0:0:0:0:0:0,0,1070170,0,1810744086
107018,Eihi Talons,Eihi Talons,5,16,0,0,0:0:106:25:0:25,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,101920,1200000,2010061,40,0,0:0:205:25:0:25,0,1070180,0,2143112322
107019,Phantom Claws,Phantom Claws,6,16,0,0,0:0:120:0:20:0,0:0:0:0:0:0,0:0:0:0:0:0,1070190,0,,101310,1200000,2010121,0,0,0:0:0:0:0:0,0,1070190,0,669835558
107020,"Godrender, Nail of Beast",Godrender,7,16,0,0,0:0:224:48:0:48,0:0:0:0:0:0,0:0:0:0:0:0,1070200,100021,,101970,1200000,2010140,0,0,0:0:0:0:0:0,0,1070200,0,1861779853
107021,Blaze Fang AG,Blaze Fang AG,5,16,0,0,80:0:147:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070210,0,,102370,1200000,2010395,0,0,0:0:0:0:0:0,0,1070210,0,2454601753
107022,"Sea King's Claw, Nono Greya","Sea King's Claw, Nono Greya",6,16,0,2,110:0:204:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070220,0,,102640,1200000,2010581,0,0,0:0:0:0:0:0,0,1070220,0,1170862224
107023,Sacred Sea Beast's Claw,Sacred Sea Beast's Claw,6,16,0,2,115:0:219:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070230,0,,102650,1200000,2010623,0,0,0:0:0:0:0:0,0,1070230,0,341599343
107024,Unifying King's Talons,Unifying King's Talons,7,16,0,0,180:0:299:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070240,0,,102530,1200000,2010720,40,0,180:0:398:0:0:0,0,1070240,0,2342578487
107025,Feather Claw,Feather Claw,5,16,0,3,75:0:150:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070250,0,,102740,1200000,2010800,0,0,0:0:0:0:0:0,0,1070250,0,1331022413
107026,Godfist Grandbar,Godfist Grandbar,5,16,0,3,0:0:191:0:0:25,0:0:0:0:0:0,0:0:0:0:0:0,1070260,100630,,102910,1200000,2010876,40,0,0:0:290:0:0:25,0,1070260,0,2173473399
107027,Emil Heads,Emil Heads,6,16,0,0,125:0:189:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070270,0,,102800,1200000,2010929,0,0,0:0:0:0:0:0,0,1070270,0,2083003391
107028,Demon's Cry,Demon's Cry,5,16,0,6,75:0:75:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070280,0,,102850,1200000,2010941,40,2,150:0:151:0:0:0,0,1070280,0,2762664647
107029,Rising Murder,Rising Murder,7,16,0,4,200:0:298:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070290,0,,103150,1200000,2020077,40,0,200:0:397:0:0:0,0,1070290,0,1826953790
107030,Vampire Claw,Vampire Claw,5,16,0,0,50:0:162:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070300,0,,103040,1200000,2020134,0,0,0:0:0:0:0:0,0,1070300,0,1464590871
107031,Pyrroclaw Magna Gran,Pyrroclaw Magna Gran,8,16,0,1,0:0:406:30:0:30,0:0:0:0:0:0,0:0:0:0:0:0,1070310,0,,103350,1200000,2020162,40,0,0:0:505:30:0:30,0,1070310,0,3765238515
107032,Granda Fistwear,Granda Fistwear,5,16,0,3,0:0:146:0:0:14,0:0:0:0:0:0,0:0:0:0:0:0,1070320,0,,103560,1200000,2020435,0,0,0:0:0:0:0:0,0,1070320,0,1548440682
107033,Soul Egg Adornment,Soul Egg Adornment,4,16,0,0,0:0:0:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070330,0,,103580,1200000,2020441,40,0,0:0:99:0:99:0,0,1070330,0,3870328506
107034,Battlebeast Flareclaws,Battlebeast Flareclaws,6,16,0,1,100:0:200:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070340,300110,,103620,1200000,2020445,0,0,0:0:0:0:0:0,0,1070340,0,3513779446
107035,"Arctic Punch, Requine","Arctic Punch, Requine",6,16,0,2,200:0:275:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070350,100631,,103980,1200000,2020716,0,0,0:0:0:0:0:0,0,1070350,0,2742633663
107036,Ice Glove,Ice Glove,5,16,0,2,50:0:166:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070360,0,,103990,1200000,2020718,0,0,0:0:0:0:0:0,0,1070360,0,3086291298
107037,"Ruinclaw, Cagerender","Ruinclaw, Cagerender",6,16,0,4,0:0:289:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070370,100022,,104010,1200000,2020740,0,0,0:0:0:0:0:0,0,1070370,0,1554762337
107038,"Wicclaw, Ferity","Wicclaw, Ferity",5,16,0,4,0:0:172:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070380,0,,104020,1200000,2020742,0,0,0:0:0:0:0:0,0,1070380,0,3883940833
107039,"Rexclaw, Al Tzeshu","Rexclaw, Al Tzeshu",7,16,0,1,300:0:316:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070390,100270,,104180,1200000,2020781,20,0,300:0:514:0:0:0,0,1070390,0,3735609302
107040,Celebratory Claw,Celebratory Claw,5,16,0,0,350:0:35:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070400,0,,104510,1200000,2020907,0,0,0:0:0:0:0:0,0,1070400,0,2049082286
107041,Equip107041,Equip107041,6,16,0,0,0:0:0:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070410,400030,,104530,1200000,2020909,0,0,0:0:0:0:0:0,0,1070410,0,496353104
107042,"Malmincer, Z'ragja","Malmincer, Z'ragja",6,16,0,6,200:0:249:0:113:0,0:0:0:0:0:0,0:0:0:0:0:0,1070420,100810,,104570,1200000,2020996,0,0,0:0:0:0:0:0,0,1070420,0,2490437545
107043,"Noxinail, Graja ","Noxinail, Graja ",5,16,0,6,100:0:152:0:76:0,0:0:0:0:0:0,0:0:0:0:0:0,1070430,0,,104580,1200000,2020998,0,0,0:0:0:0:0:0,0,1070430,0,2028292331
107044,Cloud God's Abracadaver,Cloud God's Abracadaver,7,16,0,3,500:0:302:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070440,0,,104620,1200000,2030049,0,0,0:0:0:0:0:0,0,1070440,0,1905111830
107045,Obloquy Heraclasp,Obloquy Heraclasp,6,16,0,3,0:0:265:0:134:0,0:0:0:0:0:0,0:0:0:0:0:0,1070450,100840,,104630,1200000,2030051,0,0,0:0:0:0:0:0,0,1070450,0,862715648
107046,Training Rivengauntlet,Training Rivengauntlet,5,16,0,3,0:0:142:0:81:0,0:0:0:0:0:0,0:0:0:0:0:0,1070460,0,,104640,1200000,2030052,0,0,0:0:0:0:0:0,0,1070460,0,541081703
107047,Shogatsu Bell Knuckles,Shogatsu Bell Knuckles,5,16,0,5,0:0:130:34:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070470,0,,104650,1200000,2030053,0,0,0:0:0:0:0:0,0,1070470,0,711079937
107048,Silver Keenclaw,Silver Keenclaw,5,16,0,5,0:30:134:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070480,0,,104820,1200000,2030157,0,0,0:0:0:0:0:0,0,1070480,0,3137043342
107049,Durga,Durga,5,16,0,4,100:0:141:0:0:0,0:0:0:0:0:0,0:0:0:0:0:0,1070490,0,,104700,1200000,2030165,40,3,100:0:181:0:0:0,0,1070490,4000410,3743113494
107050,True Godfist Grandbar,True Godfist Grandbar,7,16,0,3,0:0:305:0:0:52,0:0:0:0:0:0,0:0:0:0:0:0,1070510,100630,,105100,1200000,2030419,20,0,0:0:503:0:0:52,0,1070510,0,350302002
108001,Traveler's Staff,Traveler's Staff,1,17,0,0,0:0:8:0:21:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100680,1200000,2000040,40,0,0:0:8:0:120:0,0,1080010,0,223488072
108002,Yggdrasil Rod,Yggdrasil Rod,4,17,0,0,0:0:37:0:126:0,0:0:0:0:0:0,0:0:0:0:0:0,1080020,0,,100690,1200000,2000041,40,0,0:0:37:0:225:0,0,1080020,0,1163047406
108003,Magician's Wand,Magician's Wand,2,17,0,0,0:0:6:0:25:0,0:0:0:0:0:0,0:0:0:0:0:0,0,0,,100700,1200000,2000042,40,0,0:0:6:0:124:0,0,1080030,0,1049410210
108004,Ruby Staff Phazata,Ruby Staff Phazata,5,17,0,1,0:15:24:0:196:38,0:0:0:0:0:0,0:0:0:0:0:0,1080040,100100,,100710,1200000,2000369,0,0,0:0:27:0:112:0,0,1080040,0,2693045846
108005,Healing Wand,Healing Wand,3,17,0,5,0:0:11:0:49:0,0:0:0:0:0:0,0:0:0:0:0:0,1080050,0,,100720,1200000,2000043,0,0,0:0:11:0:49:0,0,1080050,0,1994698801
